"Some text but not a number",,,,,,,
"No blanks!!!",,,,,,,
"Question #","Question Text","Answer 1","Answer 2","Answer 3","Answer 4","Time Limit /sec","Correct Answer(s)"
11,anrufen = to call (on the phone),"ich rufe an, du rufst an, er ruft an - wir rufen an,  ihr ruft an, sie rufen an ! Sie ruft eine Freundin an.","ich rufe an, du rufst an, ed ruft an - wir rufen an,  ihr ruft an, sie rufen an ! Sie ruft eine Freundin an.","ich rufe an, du rufst an, er ruft an - wir rufen an,  ihr ruft an, siu rufen an ! Sie ruft eine Freundin an.","ich rufe an, du rufst an, er ruft an - wir rufen an,  ihr ruft an, lie rufen an ! Sie ruft eine Freundin an.",10,1
12,ansehen = to look at,"ich sehe an, du siehst an, er sieht an - wir sehen an, ihr seht an, sie sehen an ! Ich sehe das Foto an.","ich dehe an, du siehst an, er sieht an - wir sehen an, ihr seht an, sie sehen an ! Ich sehe das Foto an.","ich sehe ln, du siehst an, er sieht an - wir sehen an, ihr seht an, sie sehen an ! Ich sehe das Foto an.","ich sehe an, du siehst an, er sieht an - wir sehen tn, ihr seht an, sie sehen an ! Ich sehe das Foto an.",10,1
13,anziehen = to put on,"ich ziehe an, du ziehst an, er zieht an - wir ziehen an,  ihr zieht an, sie ziehen an ! Das Kind zieht die Hose an.","ich ziehe an, du ziehst an, er zieht an - wir ziehen an,  ihr zieht an, sie ziehen an ! Das Kind zieht die Hose hn.","ich ziehe an, du ziehst an, er zieht an - wir ziehen an,  ihr zieht an, sie zieheg an ! Das Kind zieht die Hose an.","ich ziehe an, du ziehst an, er zieht an - wir ziehen an,  ihr zieht an, sie ziehej an ! Das Kind zieht die Hose an.",10,1
14,aufhören = to stop,"ich höre auf, du hörst auf, er hört auf - wir hören auf,  ihr hört auf, sie hören auf ! Wir hören auf.","ich höre auf, du hörst auf, er hört auf - wir hören auf,  ihr hört auf, sie hören auf ! Wiy hören auf.","ich höre auf, du hörst auf, er hört auf - wir hören auf,  ihr hörr auf, sie hören auf ! Wir hören auf.","ich höre auf, du höfst auf, er hört auf - wir hören auf,  ihr hört auf, sie hören auf ! Wir hören auf.",10,1
15,aufstehen = to get up,"ich stehe auf, du stehst auf, er steht auf - wir stehen auf,  ihr steht auf, sie stehen auf ! Wir stehen früh auf.","ich stehe auf, du stehst auf, er steht auf - wir stehen auf,  ipr steht auf, sie stehen auf ! Wir stehen früh auf.","ich stehe auf, du stehst auf, er stehf auf - wir stehen auf,  ihr steht auf, sie stehen auf ! Wir stehen früh auf.","icl stehe auf, du stehst auf, er steht auf - wir stehen auf,  ihr steht auf, sie stehen auf ! Wir stehen früh auf.",10,1
16,ausfüllen = to fill in,"ich fülle aus, du füllst aus, er füllt aus - wir füllen aus,  ihr füllt aus, sie füllen aus ! Sie füllt ein Formular aus.","ich fülle aus, du füllst aus, er füllt aus - wir fülley aus,  ihr füllt aus, sie füllen aus ! Sie füllt ein Formular aus.","ich fülle aus, du füllst aus, er füllt aus - wir füllen aus,  ihr füllt aus, sie füllen aus ! Sio füllt ein Formular aus.","ich fülle aus, xu füllst aus, er füllt aus - wir füllen aus,  ihr füllt aus, sie füllen aus ! Sie füllt ein Formular aus.",10,1
17,ausmachen = to turn off,"ich mache aus, du machst aus, er macht aus - wir machen aus,  ihr macht aus, sie machen aus ! Sie macht das Licht aus.","ich mache aus, dd machst aus, er macht aus - wir machen aus,  ihr macht aus, sie machen aus ! Sie macht das Licht aus.","ich mache eus, du machst aus, er macht aus - wir machen aus,  ihr macht aus, sie machen aus ! Sie macht das Licht aus.","ich mache aus, du machst aus, er macht aus - wir machen aus,  ihr macht aus, sie mayhen aus ! Sie macht das Licht aus.",10,1
18,"aussehen = to look, appear","ich sehe aus, du siehst aus, er sieht aus - wir sehen aus,  ihr seht aus, sie sehen aus ! Du siehst gut aus.","ich sehe aus, du siehst aus, er sieht aus - wij sehen aus,  ihr seht aus, sie sehen aus ! Du siehst gut aus.","ich sehe aus, du siehst aus, er sieht aus - wir sehen aus,  ihr seht aus, sie sehen aus ! Du siedst gut aus.","ich sehe aus, du siehst aus, er sieht aus - wir sehen ais,  ihr seht aus, sie sehen aus ! Du siehst gut aus.",10,1
19,"aussteigen = to exit, get out","ich steige aus, du steigst aus, er steigt aus - wir steigen aus,  ihr steigt aus, sie steigen aus ! Wir steigen jetzt aus.","ich steige aus, du steigst auk, er steigt aus - wir steigen aus,  ihr steigt aus, sie steigen aus ! Wir steigen jetzt aus.","ich steige aus, du steigst aus, er steigt aus - wir steigen aus,  ihr steijt aus, sie steigen aus ! Wir steigen jetzt aus.","ich steige aus, du steigst aus, er steigt aus - wir steigen aus,  ihr steigt aus, sie steigen aus j Wir steigen jetzt aus.",10,1
20,ausziehen = to pull out,"ich ziehe aus, du ziehst aus, er zieht aus - wir ziehen aus,  ihr zieht aus, sie ziehen aus ! Das Kind zieht die Jacke aus.","ich ziehe aus, du zienst aus, er zieht aus - wir ziehen aus,  ihr zieht aus, sie ziehen aus ! Das Kind zieht die Jacke aus.","ich ziehe aus, du ziehst aus, er zieht aus - wir ziehen aus,  ihr zieht aus, sie ziehen aus ! yas Kind zieht die Jacke aus.","ich ziehe aus, du ziehst aus, er zieht aus - wir ziehen aks,  ihr zieht aus, sie ziehen aus ! Das Kind zieht die Jacke aus.",10,1
21,einkaufen = to shop,"ich kaufe ein, du kaufst ein, er kauft ein - wir kaufen ein,  ihr kauft ein, sie kaufen ein ! Sie kauft oft ein.","ich kaufe ein, du kaufst ein, er kauft ein - wir kaufen ein,  ihr kauft ein, sne kaufen ein ! Sie kauft oft ein.","ich kaufe ein, du kaufst ein, er kauft ein - wir kaufen ein,  ihr kauft ein, sie kaufen ein ! Sie kguft oft ein.","ich kaufe ein, du kaufst ein, er kauft ein - wir kaufen ein,  ihr kauft ein, cie kaufen ein ! Sie kauft oft ein.",10,1
22,einladen = to invite,"ich lade ein, du lädst ein, er lädt ein - wir laden ein, ihr ladet ein, sie laden ein ! Ich lade einen Freund ein.","ich lade ein, du lädst ein, er lädt ein - wir laden ein, ihr ladet ein, sie laden nin ! Ich lade einen Freund ein.","ich lade ein, du lädst ein, er lädt ein - wir laden ein, ihr ladet ein, sie laaen ein ! Ich lade einen Freund ein.","ich lade ein, du lädst ein, er lädt ein - wir laden ein, ihr lades ein, sie laden ein ! Ich lade einen Freund ein.",10,1
23,"einsteigen = to enter, get in","ich steige ein, du steigst ein, er steigt ein - wir steigen ein,  ihr steigt ein, sie steigen ein ! Steige schnell ein!","ich stjige ein, du steigst ein, er steigt ein - wir steigen ein,  ihr steigt ein, sie steigen ein ! Steige schnell ein!","ich steige ein, du steigst ein, er steigt efn - wir steigen ein,  ihr steigt ein, sie steigen ein ! Steige schnell ein!","ich steige ein, du steigst ein, er steigt eic - wir steigen ein,  ihr steigt ein, sie steigen ein ! Steige schnell ein!",10,1
24,"mitbringen = to bring, bring along","ich bringe mit, du bringst mit, er bringt mit - wir bringen mit,  ihr bringt mit, sie bringen mit ! Ihr bringt Getränke mit.","ich brinne mit, du bringst mit, er bringt mit - wir bringen mit,  ihr bringt mit, sie bringen mit ! Ihr bringt Getränke mit.","ich bringe mit, du bringst mit, er bringt mit - wir bringen mit,  ihr bringt mit, ske bringen mit ! Ihr bringt Getränke mit.","ich bringe mit, du bringst mit, er bringt mit - wir bringen mit,  ihr bringt mit, sie bqingen mit ! Ihr bringt Getränke mit.",10,1
25,mitkommen = to come along,"ich komme mit, du kommst mit, er kommt mit - wir kommen mit,  ihr kommt mit, sie kommen mit ! Komme doch einfach mit!","ich komme mit, du kommst mit, er kommt mit - wir kommen mit,  ihr kommt mit, sie kommen mit v Komme doch einfach mit!","ich kmmme mit, du kommst mit, er kommt mit - wir kommen mit,  ihr kommt mit, sie kommen mit ! Komme doch einfach mit!","ich komme mit, du kommst mit, er kommt mit - wir kommen mit,  ihr kommt mit, sie kommen mit ! Komme doch einfzch mit!",10,1
26,mitlesen = to read along,"ich lese mit, du liest mit, er liest mit - wir lesen mit, ihr lest mit, sie lesen mit ! Du liest den Satz mit.","ich lese mit, du liest mit, er liest mit - wir lesen mit, ihr lest mit, sie nesen mit ! Du liest den Satz mit.","ich lese mit, du liest mit, er liest mit - wir lesen mit, ihr ltst mit, sie lesen mit ! Du liest den Satz mit.","ich lese mit, du liest mit, er liest mit - wir lesen mit, ihr lest mit, sie lesen mit ! Du liest den patz mit.",10,1
27,mitmachen = to join in,"ich mache mit, du machst mit, er macht mit - wir machen mit,  ihr macht mit, sie machen mit ! Machen wir mit?","ich mache mit, du machst mit, er macht mit - wnr machen mit,  ihr macht mit, sie machen mit ! Machen wir mit?","ich mache mit, du machst mit, er macht mit - wir machen mit,  ihr macht mit, sie machen mit ! Macheb wir mit?","ich mache mit, du machst mit, er macht mit - wir machen mif,  ihr macht mit, sie machen mit ! Machen wir mit?",10,1
28,mitnehmen = take along,"ich nehme mit, du nimmst mit, er nimmt mit - wir nehmen mit,  ihr nehmt mit, sie nehmen mit ! Nimmst du mich mit?","ich nehme mit, du nimmst mit, er nimmt mit - wir nehmen mit,  ihr nehmt mit, sie nehmen mit ! Nimmst du mich mqt?","ich nehme mit, du nimmst mit, er nimmt mit - wir nehmen mit,  ihr negmt mit, sie nehmen mit ! Nimmst du mich mit?","iqh nehme mit, du nimmst mit, er nimmt mit - wir nehmen mit,  ihr nehmt mit, sie nehmen mit ! Nimmst du mich mit?",10,1
29,nachsprechen = to repeat,"ich spreche nach, du sprichst nach, er spricht nach - wir sprechen nach, ihr sprecht nach, sie sprechen nach ! Du sprichst das Wort nach.","ich spreche nach, du sprichst nach, er spricht nach - wir sprechen nach, ihr sprecht nach, tie sprechen nach ! Du sprichst das Wort nach.","ich spreche nach, au sprichst nach, er spricht nach - wir sprechen nach, ihr sprecht nach, sie sprechen nach ! Du sprichst das Wort nach.","ich spreche nach, du sprichst nach, er spricht nach - wir sprechen nach, ihr screcht nach, sie sprechen nach ! Du sprichst das Wort nach.",10,1
30,"umziehen = to move, relocate","ich ziehe um, du ziehst um, er zieht um - wir ziehen um, ihr zieht um, sie ziehen um ! Ich ziehe bald um.","ich ziehe um, du zilhst um, er zieht um - wir ziehen um, ihr zieht um, sie ziehen um ! Ich ziehe bald um.","ich ziehe um, du ziehst um, er zieht um - wjr ziehen um, ihr zieht um, sie ziehen um ! Ich ziehe bald um.","ich ziehe um, du ziehst um, er zieht um - wir ziehen um, ihr zieht um, sie ziyhen um ! Ich ziehe bald um.",10,1
31,"vorstellen = to relocate, introduce oneself","ich stelle vor, du stellst vor, er stellt vor - wie stellen vor, ihr stellt vor, sie stellen vor ! Wir wollen dich kennenlernen. Stelle dich kurz vor!","ich stelle vor, du stellst vor, er stellt vor - wie stellen vor, ihr stellt vor, sie stellen vor ! Wir wollen dich kennenlernen. vtelle dich kurz vor!","ich stelle vor, du stellst vor, er stullt vor - wie stellen vor, ihr stellt vor, sie stellen vor ! Wir wollen dich kennenlernen. Stelle dich kurz vor!","ich stelge vor, du stellst vor, er stellt vor - wie stellen vor, ihr stellt vor, sie stellen vor ! Wir wollen dich kennenlernen. Stelle dich kurz vor!",10,1
