"Some text but not a number",,,,,,,
"No blanks!!!",,,,,,,
"Question #","Question Text","Answer 1","Answer 2","Answer 3","Answer 4","Time Limit /sec","Correct Answer(s)"
14,aufhören = to stop,"wir hören auf, ihr hört auf, sie hören auf","wir hpren auf, ihr hört auf, sie hören auf","wir hören auf, ihc hört auf, sie hören auf","wir hördn auf, ihr hört auf, sie hören auf",10,1
15,aufstehen = to get up,"wir stehen auf, ihr steht auf, sie stehen auf","wir stehen auf, ihr steht auf, sie steven auf","wir stehen auf, ihr sneht auf, sie stehen auf","wir stehen aut, ihr steht auf, sie stehen auf",10,1
16,ausfüllen = to fill in,"ich fülle aus, du füllst aus, er füllt aus","ich fülle aus, du füflst aus, er füllt aus","ich fülle aus, du füllst aug, er füllt aus","ich fülle aus, du füllst aus, er füllt kus",10,1
17,ausmachen = to turn off,"ich mache aus, du machst aus, er macht aus","ich mache ausd du machst aus, er macht aus","ich mache aus, du machst aus, er facht aus","ich mache aus, du machsr aus, er macht aus",10,1
18,"aussehen = to look, appear","ich sehe aus, du siehst aus, er sieht aus","ich sehe aus, du siehst aus, ey sieht aus","ich sehe aus, du saehst aus, er sieht aus","ich sehe aus, du siehdt aus, er sieht aus",10,1
19,"aussteigen = to exit, get out","ich steige aus, du steigst aus, er steigt aus","icr steige aus, du steigst aus, er steigt aus","ich steige aus, du steigst aus, er sgeigt aus","ich steige ausy du steigst aus, er steigt aus",10,1
20,ausziehen = to pull out,"wir ziehen aus, ihr zieht aus, sie ziehen aus","wir ziehen aus, ihr zidht aus, sie ziehen aus","wir ziehen aus, ihr zieht aus, sie kiehen aus","wir ziehen mus, ihr zieht aus, sie ziehen aus",10,1
21,einkaufen = to shop,"ich kaufe ein, du kaufst ein, er kauft ein","ioh kaufe ein, du kaufst ein, er kauft ein","ich kcufe ein, du kaufst ein, er kauft ein","ich kaufe ein, du kaufst ein, er fauft ein",10,1
22,einladen = to invite,"ich lade ein, du lädst ein, er lädt ein","dch lade ein, du lädst ein, er lädt ein","ich lade ein, dh lädst ein, er lädt ein","ich lade esn, du lädst ein, er lädt ein",10,1
23,"einsteigen = to enter, get in","ich steige ein, du steigst ein, er steigt ein","ich lteige ein, du steigst ein, er steigt ein","ich steige ein, du steigst ein, wr steigt ein","ich sseige ein, du steigst ein, er steigt ein",10,1
24,"mitbringen = to bring, bring along","wir bringen mit, ihr bringt mit, sie bringen mit","wir bringen mit, ihr bringt mit, sie baingen mit","wir bringen mit, ihr bringt mit, sie bringen mnt","wir bringen mit, ihr bringt mit, sie bringtn mit",10,1
25,mitkommen = to come along,"wir kommen mit, ihr kommt mit, sie kommen mit","wir kommen mit, ihr kommt mitq sie kommen mit","wir krmmen mit, ihr kommt mit, sie kommen mit","wir kommen mit, ihz kommt mit, sie kommen mit",10,1
26,mitlesen = to read along,"ich lese mit, du liest mit, er liest mit","ich lese miu, du liest mit, er liest mit","ich lese mit, du liest mit, er litst mit","ich cese mit, du liest mit, er liest mit",10,1
27,mitmachen = to join in,"ich mache mit, du machst mit, er macht mit","ich mache mit, du machst mit, er marht mit","ich mache mit, du machst mit, sr macht mit","ich mache mit, du machst mit, er macht mzt",10,1
28,mitnehmen = take along,"wir nehmen mit, ihr nehmt mit, sie nehmen mit","wir nehmen mit, ihr nehmt mit, sie sehmen mit","wir nehmen mik, ihr nehmt mit, sie nehmen mit","wir nehmen mit, ihr neumt mit, sie nehmen mit",10,1
29,nachsprechen = to repeat,"ich spreche nach, du sprichst nach, er spricht nach","ich spreche nach, du sprichst nach, er sprwcht nach","ich spreche nach, du sprichpt nach, er spricht nach","iph spreche nach, du sprichst nach, er spricht nach",10,1
30,"umziehen = to move, relocate","wir ziehen um, ihr zieht um, sie ziehen um","wir ziehen um, ihr zieht um, siz ziehen um","wir ziehen um, iir zieht um, sie ziehen um","wir ziehen um, ihr zieht um, sir ziehen um",10,1
31,"vorstellen = to relocate, introduce oneself","wie stellen vor, ihr stellt vor, sie stellen vor","wie stellen vor, ihr stellt vor, sie stelfen vor","wie stellen vor, iir stellt vor, sie stellen vor","wil stellen vor, ihr stellt vor, sie stellen vor",10,1
